text,label
Lease Agreement for Plot No 485 in Nagpur. Signed between Anil Sharma and Government of Maharashtra.,real_estate
"Sale Deed?? for propety Survey No 6153, Pune. Owner: Priya Desai. Signature mismatch.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
"Sale Deed?? for propety Survey No 9327, Nashik. Owner: Ramesh Patil. Signature mismatch.",fake
Lease Agreement for Plot No 175 in Pune. Signed between Anil Sharma and Government of Maharashtra.,real_estate
"Pr0perty Reg!stration Documnt: Plot No 370, Survey No 3361, locatd at Mumbai. No stamp duty found.",fake
"Sale Deed for property bearing Survey No 6977, Nashik. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Sale Deed?? for propety Survey No 9922, Nashik. Owner: Suresh Joshi. Signature mismatch.",fake
University admission letter for Bachelor of Science.,invalid
"Property Registration Document: Plot No 431, Survey No 5543, located at Nagpur. Registered owner: Anil Sharma. Stamp duty paid.",real_estate
Lease Agreement for Plot No 335 in Shirpur. Signed between Anil Sharma and Government of Maharashtra.,real_estate
"Sale Deed?? for propety Survey No 3344, Nashik. Owner: Anil Sharma. Signature mismatch.",fake
Lease Agreement for Plot No 227 in Nagpur. Signed between Ramesh Patil and Government of Maharashtra.,real_estate
"Pr0perty Reg!stration Documnt: Plot No 90, Survey No 5347, locatd at Shirpur. No stamp duty found.",fake
"Lease Agreement for Plot No 152, Mumbai. Missing notary stamp. Signed by Priya Desai.",fake
"Property Registration Document: Plot No 357, Survey No 5941, located at Nagpur. Registered owner: Ramesh Patil. Stamp duty paid.",real_estate
University admission letter for Bachelor of Science.,invalid
"Sale Deed for property bearing Survey No 8953, Nashik. Owner: Suresh Joshi. Registered at Sub-Registrar Office.",real_estate
This is a recipe for making masala dosa.,invalid
"Sale Deed for property bearing Survey No 5915, Mumbai. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Sale Deed?? for propety Survey No 6931, Nagpur. Owner: Ramesh Patil. Signature mismatch.",fake
"Sale Deed for property bearing Survey No 4502, Mumbai. Owner: Ramesh Patil. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 247, Shirpur. Missing notary stamp. Signed by Priya Desai.",fake
"Lease Agreement for Plot No 254, Mumbai. Missing notary stamp. Signed by Ramesh Patil.",fake
"Lease Agreement for Plot No 33, Pune. Missing notary stamp. Signed by Anil Sharma.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
Lease Agreement for Plot No 441 in Shirpur. Signed between Priya Desai and Government of Maharashtra.,real_estate
"Sale Deed for property bearing Survey No 6363, Nashik. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
This is a recipe for making masala dosa.,invalid
This is a recipe for making masala dosa.,invalid
Lease Agreement for Plot No 87 in Pune. Signed between Priya Desai and Government of Maharashtra.,real_estate
"Property Registration Document: Plot No 92, Survey No 6442, located at Mumbai. Registered owner: Suresh Joshi. Stamp duty paid.",real_estate
"Lease Agreement for Plot No 42, Nagpur. Missing notary stamp. Signed by Anil Sharma.",fake
"Pr0perty Reg!stration Documnt: Plot No 65, Survey No 5505, locatd at Nagpur. No stamp duty found.",fake
"Pr0perty Reg!stration Documnt: Plot No 65, Survey No 4362, locatd at Shirpur. No stamp duty found.",fake
"Lease Agreement for Plot No 227, Nashik. Missing notary stamp. Signed by Priya Desai.",fake
"Sale Deed for property bearing Survey No 9548, Pune. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 68, Pune. Missing notary stamp. Signed by Priya Desai.",fake
"Sale Deed?? for propety Survey No 5712, Nagpur. Owner: Suresh Joshi. Signature mismatch.",fake
"Lease Agreement for Plot No 42, Mumbai. Missing notary stamp. Signed by Anil Sharma.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
"Sale Deed?? for propety Survey No 7690, Pune. Owner: Priya Desai. Signature mismatch.",fake
"Sale Deed for property bearing Survey No 1006, Pune. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Pr0perty Reg!stration Documnt: Plot No 240, Survey No 2233, locatd at Nashik. No stamp duty found.",fake
Invoice for mobile phone purchase.,invalid
"Sale Deed for property bearing Survey No 9947, Nagpur. Owner: Suresh Joshi. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 334, Mumbai. Missing notary stamp. Signed by Anil Sharma.",fake
"Sale Deed for property bearing Survey No 4388, Mumbai. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Pr0perty Reg!stration Documnt: Plot No 196, Survey No 6881, locatd at Nagpur. No stamp duty found.",fake
"Sale Deed for property bearing Survey No 5397, Pune. Owner: Suresh Joshi. Registered at Sub-Registrar Office.",real_estate
Photo of a sunset over the beach.,invalid
"Lease Agreement for Plot No 493, Pune. Missing notary stamp. Signed by Anil Sharma.",fake
"Sale Deed for property bearing Survey No 6763, Pune. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Grocery shopping list: milk, eggs, bread.",invalid
This is a recipe for making masala dosa.,invalid
"Pr0perty Reg!stration Documnt: Plot No 241, Survey No 9502, locatd at Mumbai. No stamp duty found.",fake
"Sale Deed?? for propety Survey No 1606, Nashik. Owner: Priya Desai. Signature mismatch.",fake
"Sale Deed for property bearing Survey No 3266, Nagpur. Owner: Anil Sharma. Registered at Sub-Registrar Office.",real_estate
"Lease Agreement for Plot No 131, Pune. Missing notary stamp. Signed by Ramesh Patil.",fake
Photo of a sunset over the beach.,invalid
"Sale Deed for property bearing Survey No 4269, Mumbai. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
"Grocery shopping list: milk, eggs, bread.",invalid
Invoice for mobile phone purchase.,invalid
This is a recipe for making masala dosa.,invalid
"Sale Deed for property bearing Survey No 2771, Mumbai. Owner: Ramesh Patil. Registered at Sub-Registrar Office.",real_estate
"Property Registration Document: Plot No 158, Survey No 6974, located at Shirpur. Registered owner: Priya Desai. Stamp duty paid.",real_estate
Photo of a sunset over the beach.,invalid
Invoice for mobile phone purchase.,invalid
"Sale Deed for property bearing Survey No 3584, Mumbai. Owner: Priya Desai. Registered at Sub-Registrar Office.",real_estate
University admission letter for Bachelor of Science.,invalid
This is a recipe for making masala dosa.,invalid
"Lease Agreement for Plot No 492, Nashik. Missing notary stamp. Signed by Suresh Joshi.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
"Property Registration Document: Plot No 336, Survey No 9179, located at Mumbai. Registered owner: Anil Sharma. Stamp duty paid.",real_estate
University admission letter for Bachelor of Science.,invalid
Photo of a sunset over the beach.,invalid
"Sale Deed?? for propety Survey No 5176, Pune. Owner: Suresh Joshi. Signature mismatch.",fake
This is a recipe for making masala dosa.,invalid
"Lease Agreement for Plot No 2, Nashik. Missing notary stamp. Signed by Suresh Joshi.",fake
"Property Registration Document: Plot No 475, Survey No 4872, located at Nashik. Registered owner: Anil Sharma. Stamp duty paid.",real_estate
Photo of a sunset over the beach.,invalid
"Lease Agreement for Plot No 486, Shirpur. Missing notary stamp. Signed by Suresh Joshi.",fake
"Property Registration Document: Plot No 302, Survey No 4770, located at Nagpur. Registered owner: Suresh Joshi. Stamp duty paid.",real_estate
"Property Registration Document: Plot No 350, Survey No 5088, located at Shirpur. Registered owner: Priya Desai. Stamp duty paid.",real_estate
"Property Registration Document: Plot No 381, Survey No 3546, located at Pune. Registered owner: Priya Desai. Stamp duty paid.",real_estate
Lease Agreement for Plot No 147 in Pune. Signed between Priya Desai and Government of Maharashtra.,real_estate
Lease Agreement for Plot No 384 in Nagpur. Signed between Priya Desai and Government of Maharashtra.,real_estate
"Sale Deed?? for propety Survey No 2592, Nashik. Owner: Suresh Joshi. Signature mismatch.",fake
University admission letter for Bachelor of Science.,invalid
"Pr0perty Reg!stration Documnt: Plot No 283, Survey No 2229, locatd at Nashik. No stamp duty found.",fake
"Property Registration Document: Plot No 286, Survey No 5082, located at Shirpur. Registered owner: Anil Sharma. Stamp duty paid.",real_estate
Lease Agreement for Plot No 98 in Shirpur. Signed between Anil Sharma and Government of Maharashtra.,real_estate
University admission letter for Bachelor of Science.,invalid
"Grocery shopping list: milk, eggs, bread.",invalid
"Property Registration Document: Plot No 374, Survey No 8527, located at Nagpur. Registered owner: Ramesh Patil. Stamp duty paid.",real_estate
"Lease Agreement for Plot No 429, Pune. Missing notary stamp. Signed by Ramesh Patil.",fake
"Lease Agreement for Plot No 129, Shirpur. Missing notary stamp. Signed by Ramesh Patil.",fake
"Lease Agreement for Plot No 36, Pune. Missing notary stamp. Signed by Suresh Joshi.",fake
This is a recipe for making masala dosa.,invalid
University admission letter for Bachelor of Science.,invalid
Lease Agreement for Plot No 174 in Nashik. Signed between Suresh Joshi and Government of Maharashtra.,real_estate
"Pr0perty Reg!stration Documnt: Plot No 461, Survey No 2323, locatd at Pune. No stamp duty found.",fake
"Grocery shopping list: milk, eggs, bread.",invalid
Photo of a sunset over the beach.,invalid
"Grocery shopping list: milk, eggs, bread.",invalid
Invoice for mobile phone purchase.,invalid
Invoice for mobile phone purchase.,invalid
"Property Registration Document: Plot No 276, Survey No 4492, located at Nagpur. Registered owner: Priya Desai. Stamp duty paid.",real_estate
"Grocery shopping list: milk, eggs, bread.",invalid
"Lease Agreement for Plot No 486, Shirpur. Missing notary stamp. Signed by Suresh Joshi.",fake
Invoice for mobile phone purchase.,invalid
Photo of a sunset over the beach.,invalid
"Pr0perty Reg!stration Documnt: Plot No 497, Survey No 7622, locatd at Nagpur. No stamp duty found.",fake
"Pr0perty Reg!stration Documnt: Plot No 93, Survey No 5477, locatd at Pune. No stamp duty found.",fake
"Lease Agreement for Plot No 99, Shirpur. Missing notary stamp. Signed by Suresh Joshi.",fake
Lease Agreement for Plot No 479 in Nashik. Signed between Anil Sharma and Government of Maharashtra.,real_estate
Invoice for mobile phone purchase.,invalid
"Grocery shopping list: milk, eggs, bread.",invalid
"Property Registration Document: Plot No 478, Survey No 6718, located at Shirpur. Registered owner: Suresh Joshi. Stamp duty paid.",real_estate
"Lease Agreement for Plot No 150, Pune. Missing notary stamp. Signed by Anil Sharma.",fake
This is a recipe for making masala dosa.,invalid
Invoice for mobile phone purchase.,invalid
Photo of a sunset over the beach.,invalid
